Platform	Platform_Tag	Pivot_Features
Svarupa	PrimaryDerivative=ṇini	kqw_Nini
Svarupa	PrimaryDerivative=ac	kqw_ac
Svarupa	PrimaryDerivative=ka	kqw_ka
Svarupa	PrimaryDerivative=śa	kqw_Sa
Svarupa	PrimaryDerivative=ṇa	kqw_Na
Svarupa	PrimaryDerivative=ṣvun	kqw_Rvun
Svarupa	PrimaryDerivative=thakan	kqw_Wakan
Svarupa	PrimaryDerivative=ṇyuṭ	kqw_Nyut
Svarupa	PrimaryDerivative=vun	kqw_vun
Svarupa	PrimaryDerivative=aṇ	kqw_aN
Svarupa	PrimaryDerivative=ṭak	kqw_tak
Svarupa	PrimaryDerivative=ṭa	kqw_ta
Svarupa	PrimaryDerivative=in	kqw_in
Svarupa	PrimaryDerivative=khaś	kqw_KaS
Svarupa	PrimaryDerivative=khac	kqw_Kac
Svarupa	PrimaryDerivative=ḍa	kqw_da
Svarupa	PrimaryDerivative=khyun	kqw_Kyun
Svarupa	PrimaryDerivative=khiṣṇuc	kqw_KiRNuc
Svarupa	PrimaryDerivative=khukañ	kqw_KukaF
Svarupa	PrimaryDerivative=kvin	kqw_kvin
Svarupa	PrimaryDerivative=kañ	kqw_kaF
Svarupa	PrimaryDerivative=kvip	kqw_kvip
Svarupa	PrimaryDerivative=ṇvi	kqw_Nvi
Svarupa	PrimaryDerivative=ñyuṭ	kqw_Fyut
Svarupa	PrimaryDerivative=viṭ	kqw_vit
Svarupa	PrimaryDerivative=kap	kqw_kap
Svarupa	PrimaryDerivative=ṇvin	kqw_Nvin
Svarupa	PrimaryDerivative=vic	kqw_vic
Svarupa	PrimaryDerivative=manin	kqw_manin
Svarupa	PrimaryDerivative=kvanip	kqw_kvanip
Svarupa	PrimaryDerivative=vanip	kqw_vanip
Svarupa	PrimaryDerivative=ini	kqw_ini
Svarupa	PrimaryDerivative=ṅvanip	kqw_fvanip
Svarupa	PrimaryDerivative=atṛn	kqw_awqn
Svarupa	PrimaryDerivative=śāyac	kqw_SAyac
Svarupa	PrimaryDerivative=śānan	kqw_SAnan
Svarupa	PrimaryDerivative=cānaś	kqw_cAnaS
Svarupa	PrimaryDerivative=tṛn	kqw_wqn
Svarupa	PrimaryDerivative=iṣṇuc	kqw_iRNuc
Svarupa	PrimaryDerivative=gsnu	kqw_gsnu
Svarupa	PrimaryDerivative=knu	kqw_knu
Svarupa	PrimaryDerivative=ghinuṇ	kqw_GinuN
Svarupa	PrimaryDerivative=vuñ	kqw_vuF
Svarupa	PrimaryDerivative=yuc	kqw_yuc
Svarupa	PrimaryDerivative=ukañ	kqw_ukaF
Svarupa	PrimaryDerivative=ṣākan	kqw_RAkan
Svarupa	PrimaryDerivative=āluc	kqw_Aluc
Svarupa	PrimaryDerivative=ru	kqw_ru
Svarupa	PrimaryDerivative=kmarac	kqw_kmarac
Svarupa	PrimaryDerivative=ghurac	kqw_Gurac
Svarupa	PrimaryDerivative=kurac	kqw_kurac
Svarupa	PrimaryDerivative=kvarap	kqw_kvarap
Svarupa	PrimaryDerivative=ūka	kqw_Uka
Svarupa	PrimaryDerivative=ra	kqw_ra
Svarupa	PrimaryDerivative=u	kqw_u
Svarupa	PrimaryDerivative=ki	kqw_ki
Svarupa	PrimaryDerivative=kin	kqw_kin
Svarupa	PrimaryDerivative=najiṅ	kqw_najif
Svarupa	PrimaryDerivative=āru	kqw_Aru
Svarupa	PrimaryDerivative=kruk	kqw_kruk
Svarupa	PrimaryDerivative=klukan	kqw_klukan
Svarupa	PrimaryDerivative=varac	kqw_varac
Svarupa	PrimaryDerivative=ḍu	kqw_du
Svarupa	PrimaryDerivative=ṣṭran	kqw_Rtran
Svarupa	PrimaryDerivative=itra	kqw_iwra
Svarupa	PrimaryDerivative=ghañ	kqw_GaF
Svarupa	PrimaryDerivative=ap	kqw_ap
Svarupa	PrimaryDerivative=ktri	kqw_kwri
Svarupa	PrimaryDerivative=athuc	kqw_aWuc
Svarupa	PrimaryDerivative=naṅ	kqw_naf
Svarupa	PrimaryDerivative=nan	kqw_nan
Svarupa	PrimaryDerivative=ktin	kqw_kwin
Svarupa	PrimaryDerivative=a	kqw_a
Svarupa	PrimaryDerivative=aṅ	kqw_af
Svarupa	PrimaryDerivative=iñ	kqw_iF
Svarupa	PrimaryDerivative=ṇvuc	kqw_Nvuc
Svarupa	PrimaryDerivative=ani	kqw_ani
Svarupa	PrimaryDerivative=lyuṭ	kqw_lyut
Svarupa	PrimaryDerivative=gha	kqw_Ga
Svarupa	PrimaryDerivative=khal	kqw_Kal
Svarupa	PrimaryDerivative=ktic	kqw_kwic
Svarupa	PrimaryDerivative=se	kqw_se
Svarupa	PrimaryDerivative=sen	kqw_sen
Svarupa	PrimaryDerivative=ase	kqw_ase
Svarupa	PrimaryDerivative=asen	kqw_asen
Svarupa	PrimaryDerivative=kse	kqw_kse
Svarupa	PrimaryDerivative=ksen	kqw_ksen
Svarupa	PrimaryDerivative=adhyai	kqw_aXyE
Svarupa	PrimaryDerivative=adhyain	kqw_aXyEn
Svarupa	PrimaryDerivative=kadhyai	kqw_kaXyE
Svarupa	PrimaryDerivative=kadhyain	kqw_kaXyEn
Svarupa	PrimaryDerivative=śadhyai	kqw_SaXyE
Svarupa	PrimaryDerivative=śadhyain	kqw_SaXyEn
Svarupa	PrimaryDerivative=tavai	kqw_wavE
Svarupa	PrimaryDerivative=taveṅ	kqw_wavef
Svarupa	PrimaryDerivative=tavena	kqw_wavena
Svarupa	PrimaryDerivative=kamul	kqw_kamul
Svarupa	PrimaryDerivative=tosun	kqw_wosun
Svarupa	PrimaryDerivative=kasun	kqw_kasun
Svarupa	PrimaryDerivative=ken	kqw_ken
Svarupa	PrimaryDerivative=kenya	kqw_kenya
Svarupa	PrimaryDerivative=tvan	kqw_wvan
Svarupa	PrimaryDerivative=śena	kqw_Sena
Svarupa	PrimaryDerivative=khamuñ	kqw_KamuF
Svarupa	SecondaryDerivativeSuffix=aṇ	waxXiwa_aN
Svarupa	SecondaryDerivativeSuffix=iñ	waxXiwa_iF
Svarupa	SecondaryDerivativeSuffix=cphañ	waxXiwa_cPaF
Svarupa	SecondaryDerivativeSuffix=ṭhak	waxXiwa_Tak
Svarupa	SecondaryDerivativeSuffix=ghañ	waxXiwa_GaF
Svarupa	SecondaryDerivativeSuffix=tal	waxXiwa_wal
Svarupa	SecondaryDerivativeSuffix=vatup	waxXiwa_vawup
Svarupa	SecondaryDerivativeSuffix=matup	waxXiwa_mawup
Svarupa	SecondaryDerivativeSuffix=tarap	waxXiwa_tarap
Svarupa	SecondaryDerivativeSuffix=tamap	waxXiwa_tamap
Svarupa	SecondaryDerivativeSuffix=tva	waxXiwa_tva
Svarupa	SecondaryDerivativeSuffix=vat	waxXiwa_vaw
Svarupa	SecondaryDerivativeSuffix=tasil	waxXiwa_wasil
Svarupa	SecondaryDerivativeSuffix=karam	waxXiwa_karam
Svarupa	SecondaryDerivativeSuffix=artham	waxXiwa_arWam
Svarupa	SecondaryDerivativeSuffix=pūrvaka	waxXiwa_pUrvaka
Svarupa	SecondaryDerivativeSuffix=vāram	waxXiwa_vAram
Svarupa	SecondaryDerivativeSuffix=kṛtvasuc	waxXiwa_kqwvasuc
Svarupa	SecondaryDerivativeSuffix=dā	waxXiwa_xA
Svarupa	SecondaryDerivativeSuffix=śas	waxXiwa_Sas
Svarupa	SecondaryDerivativeMeaning=tasya apatyam	waxXiwa_arWa_wasya_apawyam
Svarupa	SecondaryDerivativeMeaning=tena raktam	waxXiwa_arWa_wena_rakwam
Svarupa	SecondaryDerivativeMeaning=asya devatā	waxXiwa_arWa_asya_xevawA
Svarupa	SecondaryDerivativeMeaning=dṛṣṭaṃ sāma	waxXiwa_arWa_xqRtam_sAma
Svarupa	SecondaryDerivativeMeaning=tasya bhāvaḥ	waxXiwa_arWa_wasya_BAvaH
Svarupa	Compound=Compound Component	comp_iic||compound_base
Svarupa	Compound=Compound Component (cvi)	comp_iiv
Svarupa	Compound=Compound Component (upapada)	comp_upa
Svarupa	Compound=Compound Component (aluk)	comp_aluk
Svarupa	Nipatanam=Yes	nip
Svarupa	Vedic=Vedic pāṇinīya	ved_pan
Svarupa	Vedic=Non-pāṇinīya	ved_apan
Canonical	NounType=Name	nt_nam
Canonical	NounType=Deictic	nt_dei
Canonical	NounType=Cardinal	nt_car
Canonical	NounType=Numeral	nt_num
Canonical	NounType=Ordinal	nt_ord
Canonical	Gender=Masculine	gender_masc
Canonical	Gender=Feminine	gender_fem
Canonical	Gender=Neuter	gender_neut
Canonical	Gender=Any	gender_any
Canonical	Case=Nominative	case_nom
Canonical	Case=Accusative	case_acc
Canonical	Case=Instrumental	case_ins
Canonical	Case=Dative	case_dat
Canonical	Case=Ablative	case_abl
Canonical	Case=Genitive	case_gen
Canonical	Case=Locative	case_loc
Canonical	Case=Vocative	case_voc
Canonical	Number=Singular	num_sg
Canonical	Number=Dual	num_du
Canonical	Number=Plural	num_pl
Canonical	Preverb	prev
Canonical	Person=1	person_1
Canonical	Person=2	person_2
Canonical	Person=3	person_3
Canonical	Conjugation=Causative	ca
Canonical	Conjugation=Desiderative	des
Canonical	Conjugation=Intensive	int
Canonical	Conjugation=IntensiveLUK	int_luk
Canonical	Conjugation=CausativeIntensive	ca_int
Canonical	Conjugation=DesiderativeIntensive	des_int
Canonical	Conjugation=DesiderativeCausative	des_ca
Canonical	Conjugation=DesiderativeCausativeIntensive	des_ca_int
Canonical	Tense=Present	tense_pres
Canonical	Tense=Past	tense_past
Canonical	Tense=Future	tense_fut
Canonical	Tense=Aorist	tense_aor
Canonical	Tense=Perfect	tense_perf
Canonical	Tense=Imperfect	tense_impft
Canonical	Tense=Pluperfect	tense_plp
Canonical	Mood=Indicative	mood_ind
Canonical	Mood=Imperative	mood_imp
Canonical	Mood=Optative	mood_opt
Canonical	Mood=Subjunctive	mood_subj
Canonical	Mood=Injunctive	mood_jus
Canonical	Mood=Precative	mood_prec
Canonical	Mood=Jussive	mood_inj
Canonical	Mood=Conditional	mood_cond
Canonical	Formation=Periphrastic	formation_peri
Canonical	Formation=root	formation_root
Canonical	Formation=them	formation_them
Canonical	Formation=red	formation_red
Canonical	Formation=s	formation_s
Canonical	Formation=is	formation_is
Canonical	Formation=sis	formation_sis
Canonical	Formation=sa	formation_sa
Canonical	PaxI=ParasmE	paxa_parasmE
Canonical	PaxI=Awmane	paxa_Awmane
Canonical	Prayoga=Karwari	prayoga_karwari
Canonical	Prayoga=KarmaNi	prayoga_karmaNi
Canonical	Prayoga=BAve	prayoga_BAve
Canonical	Prayoga=VedicKarwari	prayoga_vedic_karwari
Canonical	Prayoga=VedicKarmaNi	prayoga_vedic_karmaNi
Canonical	Prayoga=VedicBAve	prayoga_vedic_BAve
Canonical	Class=1	class_1
Canonical	Class=2	class_2
Canonical	Class=3	class_3
Canonical	Class=4	class_4
Canonical	Class=5	class_5
Canonical	Class=6	class_6
Canonical	Class=7	class_7
Canonical	Class=8	class_8
Canonical	Class=9	class_9
Canonical	Class=10	class_10
Canonical	Class=VN	class_vn
Canonical	Class=SN	class_sn
Canonical	Case=Indeclinable	ind
Canonical	Case=IndeclinablePrimaryDerivative	krt_ind
Canonical	Case=IndeclinableSecondaryDerivative	tad_ind
Canonical	VerbForm=Participle	verbform_part
Canonical	VerbForm=Gerundive	verbform_gdv
Canonical	VerbForm=Absolutive	verbform_abs
Canonical	PrimaryDerivative=yaw	kqw_yaw
Canonical	PrimaryDerivative=anIyar	kqw_anIyar
Canonical	PrimaryDerivative=wavya	kqw_wavya
Canonical	PrimaryDerivative=kwvA	kqw_kwvA
Canonical	PrimaryDerivative=lyap	kqw_lyap
Canonical	PrimaryDerivative=Namul	kqw_Namul
Canonical	PrimaryDerivative=wumun	kqw_wumun
Canonical	PrimaryDerivative=Nyaw	kqw_Nyaw
Canonical	PrimaryDerivative=Sawq	verbform_part|tense_fut|prayoga_kartari|pada_parasmai||verbform_part|tense_pres|prayoga_karwari|paxa_parasmE
Canonical	PrimaryDerivative=SAnac	verbform_part|tense_fut|prayoga_kartari|pada_atmane||verbform_part|tense_pres|prayoga_karmaNi|paxa_Awmane||verbform_part|tense_pres|prayoga_karwari|paxa_Awmane
Canonical	PrimaryDerivative=kwavawu	verbform_part|tense_past|prayoga_karwari
Canonical	PrimaryDerivative=kwa	verbform_part|tense_past|prayoga_karmaNi
Canonical	PrimaryDerivative=kvasu	verbform_part|tense_perf|prayoga_kartari|pada_parasmai
Canonical	PrimaryDerivative=kAnac	verbform_part|tense_perf|prayoga_kartari|pada_atmane
Canonical	PrimaryDerivative=kyap	kqw_kyap
Canonical	PrimaryDerivative=kelimar	kqw_kelimar
Canonical	PrimaryDerivative=Nvul	kqw_Nvul
Canonical	PrimaryDerivative=wqc	kqw_wqc
Canonical	PrimaryDerivative=lyu	kqw_lyu
Canonical	PrimaryDerivative=Nini	kqw_Nini
Canonical	PrimaryDerivative=ac	kqw_ac
Canonical	PrimaryDerivative=ka	kqw_ka
Canonical	PrimaryDerivative=Sa	kqw_Sa
Canonical	PrimaryDerivative=Na	kqw_Na
Canonical	PrimaryDerivative=Rvun	kqw_Rvun
Canonical	PrimaryDerivative=Wakan	kqw_Wakan
Canonical	PrimaryDerivative=Nyut	kqw_Nyut
Canonical	PrimaryDerivative=vun	kqw_vun
Canonical	PrimaryDerivative=aN	kqw_aN
Canonical	PrimaryDerivative=tak	kqw_tak
Canonical	PrimaryDerivative=ta	kqw_ta
Canonical	PrimaryDerivative=in	kqw_in
Canonical	PrimaryDerivative=KaS	kqw_KaS
Canonical	PrimaryDerivative=Kac	kqw_Kac
Canonical	PrimaryDerivative=da	kqw_da
Canonical	PrimaryDerivative=Kyun	kqw_Kyun
Canonical	PrimaryDerivative=KiRNuc	kqw_KiRNuc
Canonical	PrimaryDerivative=KukaF	kqw_KukaF
Canonical	PrimaryDerivative=kvin	kqw_kvin
Canonical	PrimaryDerivative=kaF	kqw_kaF
Canonical	PrimaryDerivative=kvip	kqw_kvip
Canonical	PrimaryDerivative=Nvi	kqw_Nvi
Canonical	PrimaryDerivative=Fyut	kqw_Fyut
Canonical	PrimaryDerivative=vit	kqw_vit
Canonical	PrimaryDerivative=kap	kqw_kap
Canonical	PrimaryDerivative=Nvin	kqw_Nvin
Canonical	PrimaryDerivative=vic	kqw_vic
Canonical	PrimaryDerivative=manin	kqw_manin
Canonical	PrimaryDerivative=kvanip	kqw_kvanip
Canonical	PrimaryDerivative=vanip	kqw_vanip
Canonical	PrimaryDerivative=ini	kqw_ini
Canonical	PrimaryDerivative=fvanip	kqw_fvanip
Canonical	PrimaryDerivative=awqn	kqw_awqn
Canonical	PrimaryDerivative=SAyac	kqw_SAyac
Canonical	PrimaryDerivative=SAnan	kqw_SAnan
Canonical	PrimaryDerivative=cAnaS	kqw_cAnaS
Canonical	PrimaryDerivative=wqn	kqw_wqn
Canonical	PrimaryDerivative=iRNuc	kqw_iRNuc
Canonical	PrimaryDerivative=gsnu	kqw_gsnu
Canonical	PrimaryDerivative=knu	kqw_knu
Canonical	PrimaryDerivative=GinuN	kqw_GinuN
Canonical	PrimaryDerivative=vuF	kqw_vuF
Canonical	PrimaryDerivative=yuc	kqw_yuc
Canonical	PrimaryDerivative=ukaF	kqw_ukaF
Canonical	PrimaryDerivative=RAkan	kqw_RAkan
Canonical	PrimaryDerivative=Aluc	kqw_Aluc
Canonical	PrimaryDerivative=ru	kqw_ru
Canonical	PrimaryDerivative=kmarac	kqw_kmarac
Canonical	PrimaryDerivative=Gurac	kqw_Gurac
Canonical	PrimaryDerivative=kurac	kqw_kurac
Canonical	PrimaryDerivative=kvarap	kqw_kvarap
Canonical	PrimaryDerivative=Uka	kqw_Uka
Canonical	PrimaryDerivative=ra	kqw_ra
Canonical	PrimaryDerivative=u	kqw_u
Canonical	PrimaryDerivative=ki	kqw_ki
Canonical	PrimaryDerivative=kin	kqw_kin
Canonical	PrimaryDerivative=najif	kqw_najif
Canonical	PrimaryDerivative=Aru	kqw_Aru
Canonical	PrimaryDerivative=kruk	kqw_kruk
Canonical	PrimaryDerivative=klukan	kqw_klukan
Canonical	PrimaryDerivative=varac	kqw_varac
Canonical	PrimaryDerivative=du	kqw_du
Canonical	PrimaryDerivative=Rtran	kqw_Rtran
Canonical	PrimaryDerivative=iwra	kqw_iwra
Canonical	PrimaryDerivative=GaF	kqw_GaF
Canonical	PrimaryDerivative=ap	kqw_ap
Canonical	PrimaryDerivative=kwri	kqw_kwri
Canonical	PrimaryDerivative=aWuc	kqw_aWuc
Canonical	PrimaryDerivative=naf	kqw_naf
Canonical	PrimaryDerivative=nan	kqw_nan
Canonical	PrimaryDerivative=kwin	kqw_kwin
Canonical	PrimaryDerivative=a	kqw_a
Canonical	PrimaryDerivative=af	kqw_af
Canonical	PrimaryDerivative=iF	kqw_iF
Canonical	PrimaryDerivative=Nvuc	kqw_Nvuc
Canonical	PrimaryDerivative=ani	kqw_ani
Canonical	PrimaryDerivative=lyut	kqw_lyut
Canonical	PrimaryDerivative=Ga	kqw_Ga
Canonical	PrimaryDerivative=Kal	kqw_Kal
Canonical	PrimaryDerivative=kwic	kqw_kwic
Canonical	PrimaryDerivative=se	kqw_se
Canonical	PrimaryDerivative=sen	kqw_sen
Canonical	PrimaryDerivative=ase	kqw_ase
Canonical	PrimaryDerivative=asen	kqw_asen
Canonical	PrimaryDerivative=kse	kqw_kse
Canonical	PrimaryDerivative=ksen	kqw_ksen
Canonical	PrimaryDerivative=aXyE	kqw_aXyE
Canonical	PrimaryDerivative=aXyEn	kqw_aXyEn
Canonical	PrimaryDerivative=kaXyE	kqw_kaXyE
Canonical	PrimaryDerivative=kaXyEn	kqw_kaXyEn
Canonical	PrimaryDerivative=SaXyE	kqw_SaXyE
Canonical	PrimaryDerivative=SaXyEn	kqw_SaXyEn
Canonical	PrimaryDerivative=wavE	kqw_wavE
Canonical	PrimaryDerivative=wavef	kqw_wavef
Canonical	PrimaryDerivative=wavena	kqw_wavena
Canonical	PrimaryDerivative=kamul	kqw_kamul
Canonical	PrimaryDerivative=wosun	kqw_wosun
Canonical	PrimaryDerivative=kasun	kqw_kasun
Canonical	PrimaryDerivative=ken	kqw_ken
Canonical	PrimaryDerivative=kenya	kqw_kenya
Canonical	PrimaryDerivative=wvan	kqw_wvan
Canonical	PrimaryDerivative=Sena	kqw_Sena
Canonical	PrimaryDerivative=KamuF	kqw_KamuF
Canonical	SecondaryDerivative=aN	waxXiwa_aN
Canonical	SecondaryDerivative=iF	waxXiwa_iF
Canonical	SecondaryDerivative=cPaF	waxXiwa_cPaF
Canonical	SecondaryDerivative=Tak	waxXiwa_Tak
Canonical	SecondaryDerivative=GaF	waxXiwa_GaF
Canonical	SecondaryDerivative=wal	waxXiwa_wal
Canonical	SecondaryDerivative=vawup	waxXiwa_vawup
Canonical	SecondaryDerivative=mawup	waxXiwa_mawup
Canonical	SecondaryDerivative=tarap	waxXiwa_tarap
Canonical	SecondaryDerivative=tamap	waxXiwa_tamap
Canonical	SecondaryDerivative=tva	waxXiwa_tva
Canonical	SecondaryDerivative=vaw	waxXiwa_vaw
Canonical	SecondaryDerivative=wasil	waxXiwa_wasil
Canonical	SecondaryDerivative=karam	waxXiwa_karam
Canonical	SecondaryDerivative=arWam	waxXiwa_arWam
Canonical	SecondaryDerivative=pUrvaka	waxXiwa_pUrvaka
Canonical	SecondaryDerivative=vAram	waxXiwa_vAram
Canonical	SecondaryDerivative=kqwvasuc	waxXiwa_kqwvasuc
Canonical	SecondaryDerivative=xA	waxXiwa_xA
Canonical	SecondaryDerivative=Sas	waxXiwa_Sas
Canonical	SecondaryDerivativeMeaning=wasya_apawyam	waxXiwa_arWa_wasya_apawyam
Canonical	SecondaryDerivativeMeaning=wena_rakwam	waxXiwa_arWa_wena_rakwam
Canonical	SecondaryDerivativeMeaning=asya_xevawA	waxXiwa_arWa_asya_xevawA
Canonical	SecondaryDerivativeMeaning=xqRtam_sAma	waxXiwa_arWa_xqRtam_sAma
Canonical	SecondaryDerivativeMeaning=wasya_BAvaH	waxXiwa_arWa_wasya_BAvaH
Canonical	Case=Compound	compound_base
Canonical	CompoundKind=iic	comp_iic
Canonical	CompoundKind=ifc	comp_ifc
Canonical	CompoundKind=iiv	comp_iiv
Canonical	CompoundKind=Upapada	comp_upa
Canonical	CompounKind=Aluk	comp_aluk
Canonical	NounType=NipAwanam	nip
Canonical	Construction=Panini	ved_pan
Canonical	Construction=NonPanini	ved_apan
